party,press_release,claim_number,references
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,6,0
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,7,0
Democratic,20220918-governor-signs-bill-extend-and-strengthen-californias-nonprofit-security.txt,8,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,1,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,2,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,3,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,4,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,5,0
Democratic,20220928-loma-linda-university-childrens-hospital-celebrates-new-funding-innovative.txt,6,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,1,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,2,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,3,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,4,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,5,0
Democratic,20221001-bill-provide-relief-disabled-veterans-signed-governor.txt,6,0
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,1,0
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,2,0
Democratic,20221207-addis-issues-statement-federal-offshore-wind-auction-results.txt,3,0
Democratic,20221212-new-year-new-laws.txt,1,0
Democratic,20221212-new-year-new-laws.txt,2,0
Democratic,20221212-new-year-new-laws.txt,3,0
Democratic,20221212-new-year-new-laws.txt,4,0
Democratic,20221212-new-year-new-laws.txt,5,0
Democratic,20221212-new-year-new-laws.txt,6,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,1,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,2,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,3,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,4,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,5,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,6,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,7,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,8,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,9,0
Democratic,20221220-first-nation-law-require-opioid-blocking-nasal-spray-gas-stations-bars-and.txt,10,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,1,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,2,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,3,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,4,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,5,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,6,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,7,0
Democratic,20230208-assemblymember-isaac-bryan-and-formerly-incarcerated-leaders-introduce.txt,8,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,1,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,2,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,3,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,4,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,5,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,6,0
Democratic,20230222-assemblywoman-pilar-schiavo-introduces-bill-would-ensure-more-affordable.txt,7,0
Democratic,20230224-black-history-month-celebration.txt,1,0
Democratic,20230224-black-history-month-celebration.txt,2,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,1,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,2,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,3,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,4,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,5,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,6,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,7,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,8,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,9,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,10,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,11,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,12,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,13,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,14,0
Democratic,20230405-bill-protect-integrity-california-elections-foreign-money-passes-out.txt,15,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,1,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,2,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,3,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,4,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,5,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,6,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,7,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,8,0
Democratic,20230420-assemblymember-zbur-announces-four-bills-prevent-homelessness.txt,9,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,1,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,2,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,3,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,4,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,5,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,6,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,7,0
Democratic,20230420-one-pill-can-kill-awareness-campaign-and-legislation-address-fentanyl.txt,8,0
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,1,0
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,2,0
Democratic,20230420-statement-assemblywoman-petrie-norris-hearing-fentanyl-bills.txt,3,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,1,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,2,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,3,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,4,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,5,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,6,0
Democratic,20230424-gipson-bill-ab-360-ban-term-excited-delirium-passes-assembly-floor.txt,7,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,1,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,2,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,3,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,4,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,5,0
Democratic,20230502-assemblymember-dr-corey-jackson-leads-first-hearing-select-committee.txt,6,0
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,1,0
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,2,0
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,3,0
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,4,0
Democratic,20230518-assemblywoman-pilar-schiavo-and-los-angeles-county-delegation-vote-support.txt,5,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,1,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,2,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,3,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,4,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,5,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,6,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,7,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,8,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,9,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,10,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,11,0
Democratic,20230601-addis-bills-win-approval-state-assembly.txt,12,0
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,1,0
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,2,0
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,3,0
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,4,0
Democratic,20230615-ramos-applauds-supreme-court-decision-upholding-native-american-rights.txt,5,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,1,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,2,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,3,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,4,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,5,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,6,0
Democratic,20230711-city-chula-vista-gets-closer-its-dream-world-class-university.txt,7,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,1,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,2,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,3,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,4,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,5,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,6,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,7,0
Democratic,20230712-state-california-delivers-80m-port-hueneme-paced-project.txt,8,0
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,1,0
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,2,0
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,3,0
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,4,0
Democratic,20230714-statement-bill-ensure-traffic-safety-and-protect-e-bike-riders.txt,5,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,1,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,2,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,3,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,4,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,5,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,6,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,7,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,8,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,9,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,10,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,11,0
Democratic,20230727-zbur-releases-statement-2023-2024-california-state-budget.txt,12,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,1,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,2,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,3,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,4,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,5,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,6,0
Democratic,20230825-ab-834-governors-desk-will-enhance-podiatric-patient-care.txt,7,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,1,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,2,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,3,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,4,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,5,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,6,0
Democratic,20230831-assemblywoman-pilar-schiavo-and-state-senator-henry-stern-denounce-cpuc.txt,7,0
Democratic,20230906-6-bills-head-senate-floor.txt,1,0
Democratic,20230906-6-bills-head-senate-floor.txt,2,0
Democratic,20230906-6-bills-head-senate-floor.txt,3,0
Democratic,20230906-6-bills-head-senate-floor.txt,4,0
Democratic,20230906-6-bills-head-senate-floor.txt,5,0
Democratic,20230906-6-bills-head-senate-floor.txt,6,0
Democratic,20230906-6-bills-head-senate-floor.txt,7,0
Democratic,20230906-6-bills-head-senate-floor.txt,8,0
Democratic,20230906-6-bills-head-senate-floor.txt,9,0
Democratic,20230906-6-bills-head-senate-floor.txt,10,0
Democratic,20230906-6-bills-head-senate-floor.txt,11,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,1,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,2,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,3,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,4,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,5,0
Democratic,20230920-assemblymember-connolly-sends-robust-bill-package-governors-desk.txt,6,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,1,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,2,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,3,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,4,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,5,0
Democratic,20230921-assemblywoman-pilar-schiavo-stands-california-attorney-general-rob-bonta.txt,6,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,1,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,2,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,3,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,4,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,5,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,6,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,7,0
Democratic,20230926-governor-signs-berman-bills-strengthen-californias-gun-safety-laws.txt,8,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,1,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,2,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,3,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,4,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,5,0
Democratic,20231008-assemblymember-zburs-california-offshore-wind-jobs-advancement-act-signed.txt,6,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,1,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,2,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,3,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,4,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,5,0
Democratic,20231009-gov-newsom-signs-ab-1394-enacting-strongest-law-nation-aimed-combating.txt,6,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,1,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,2,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,3,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,4,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,5,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,6,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,7,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,8,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,9,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,10,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,11,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,12,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,13,0
Democratic,20231009-governor-newsom-signs-bill-protect-californians-and-pollinators-dangerous.txt,14,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,1,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,2,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,3,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,4,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,5,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,6,0
Democratic,20231010-berman-champions-elections-bills-signed-governor.txt,7,0
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,1,0
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,2,0
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,3,0
Democratic,20231207-ramos-commends-la-city-council-helping-implement-feather-alert-system.txt,4,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,1,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,2,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,3,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,4,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,5,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,6,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,7,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,8,0
Democratic,20240222-assemblymember-zbur-introduces-three-bills-improve-californias-social.txt,9,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,1,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,2,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,3,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,4,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,5,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,6,0
Democratic,20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove.txt,7,0
Democratic,20240403-speaker-robert-rivas-announces-gavilan-college-board-trustees-vice.txt,1,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,1,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,2,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,3,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,4,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,5,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,6,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,7,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,8,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,9,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,10,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,11,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,12,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,13,0
Democratic,20240417-assemblywoman-sorias-ab-2104-and-ab-3275-pass-first-policy-committees.txt,14,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,1,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,2,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,3,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,4,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,5,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,6,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,7,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,8,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,9,0
Democratic,20240418-state-assembly-fentanyl-committee-calls-emergency-efforts-increase-access-0.txt,10,0
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,1,0
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,2,0
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,3,0
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,4,0
Democratic,20240430-assemblywoman-schiavo-introduces-click-cancel-bill-protect-consumers.txt,5,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,1,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,2,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,3,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,4,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,5,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,6,0
Democratic,20240628-starting-monday-it-will-be-illegal-landlords-charge-more-one-months-rent.txt,7,0
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,1,0
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,2,0
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,3,0
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,4,0
Democratic,20240725-ramos-comments-findings-his-prop-47-inland-empire-audit.txt,5,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,1,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,2,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,3,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,4,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,5,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,6,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,7,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,8,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,9,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,10,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,11,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,12,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,13,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,14,0
Democratic,20240911-assemblywoman-pilar-schiavos-15-bill-legislative-package-advances-governors.txt,15,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,1,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,2,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,3,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,4,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,5,0
Democratic,20240917-assemblymember-kalras-ab-2602-protect-performers-digital-ai-replicas-signed.txt,6,0
