,name,district,title,link,date,party
0,Stephanie Nguyen,10,Assemblymember Stephanie Nguyen’s Bill to Restore Judicial Discretion in Mental Health Diversion Cases Passes Assembly Floor,https://a10.asmdc.org/press-releases/20250519-assemblymember-stephanie-nguyens-bill-restore-judicial-discretion-mental,"Monday, May 19, 2025",Democrat
1,Stephanie Nguyen,10,Joint Statement from Assemblymember Nick Schultz and Stephanie Nguyen Announce Stronger AB 379 to Protect Minors and Support Trafficking Survivors,https://a10.asmdc.org/press-releases/20250506-joint-statement-assemblymember-nick-schultz-and-stephanie-nguyen-announce,"Tuesday, May 6, 2025",Democrat
2,Stephanie Nguyen,10,Assemblymember Stephanie Nguyen’s Bill to Restore Judicial Discretion in Mental Health Diversion Cases Passes Key Committee,https://a10.asmdc.org/press-releases/20250505-assemblymember-stephanie-nguyens-bill-restore-judicial-discretion-mental,"Monday, May 5, 2025",Democrat
3,Stephanie Nguyen,10,"Assemblymember Nguyen Secured and Presented $500,000 in State Funding to Help Launch Meadowview Farmers’ Market",https://a10.asmdc.org/press-releases/20240609-assemblymember-nguyen-secured-and-presented-500000-state-funding-help,"Sunday, June 9, 2024",Democrat
4,Stephanie Nguyen,10,Assemblymember Stephanie Nguyen Announces AB 2576 to Address Mental Health Diversion in Attempted Murder Cases,https://a10.asmdc.org/press-releases/20240425-assemblymember-stephanie-nguyen-announces-ab-2576-address-mental-health,"Thursday, April 25, 2024",Democrat
5,Stephanie Nguyen,10,Assemblymember Nguyen and Assemblymember Patterson Announce ACR 150 and AB 3156 For Disabilities Awareness Month,https://a10.asmdc.org/press-releases/20240321-assemblymember-nguyen-and-assemblymember-patterson-announce-acr-150-and-ab,"Thursday, March 21, 2024",Democrat
6,Stephanie Nguyen,10,Assemblymember Nguyen Announces AB 3042 with Attorney General Bonta to Remove Sunset Funding for DNA Crime Labs,https://a10.asmdc.org/press-releases/20240304-assemblymember-nguyen-announces-ab-3042-attorney-general-bonta-remove,"Monday, March 4, 2024",Democrat
7,Stephanie Nguyen,10,Assemblymember Stephanie Nguyen Introduces AB 2576 For Diversion: Attempted Murder,https://a10.asmdc.org/press-releases/20240215-assemblymember-stephanie-nguyen-introduces-ab-2576-diversion-attempted,"Thursday, February 15, 2024",Democrat
8,Stephanie Nguyen,10,Assemblywoman Secures Traffic Sign Dedication  Honoring the Life of Fallen Detective Vu Nguyen,https://a10.asmdc.org/press-releases/20231215-assemblywoman-secures-traffic-sign-dedication-honoring-life-fallen,"Friday, December 15, 2023",Democrat
9,Stephanie Nguyen,10,Nguyen’s California Right to Financial Privacy Act Signed Into Law by Governor Newsom,https://a10.asmdc.org/press-releases/20231008-nguyens-california-right-financial-privacy-act-signed-law-governor-newsom,"Sunday, October 8, 2023",Democrat
10,Stephanie Nguyen,10,Nguyen’s Bill to Provide Critical OB-GYN Training Signed Into Law by Governor Newsom,https://a10.asmdc.org/press-releases/20230928-nguyens-bill-provide-critical-ob-gyn-training-signed-law-governor-newsom,"Thursday, September 28, 2023",Democrat
11,Stephanie Nguyen,10,Assemblymember Nguyen Presented $1.35 Million in State Funding  To a 44 Year Old Field,https://a10.asmdc.org/press-releases/20230916-assemblymember-nguyen-presented-135-million-state-funding-44-year-old-field,"Saturday, September 16, 2023",Democrat
12,Stephanie Nguyen,10,Nguyen’s Bill to Provide Critical OB-GYN Training  Advances to Governor Newsom for Final Approval,https://a10.asmdc.org/press-releases/20230913-nguyens-bill-provide-critical-ob-gyn-training-advances-governor-newsom,"Wednesday, September 13, 2023",Democrat
13,Stephanie Nguyen,10,Nguyen’s CalPERS Beneficiary Bill Advances,https://a10.asmdc.org/press-releases/20230622-nguyens-calpers-beneficiary-bill-advances,"Thursday, June 22, 2023",Democrat
14,Stephanie Nguyen,10,Nguyen’s Senior Scam Protection Legislation Advances,https://a10.asmdc.org/press-releases/20230621-nguyens-senior-scam-protection-legislation-advances,"Wednesday, June 21, 2023",Democrat
15,Stephanie Nguyen,10,Nguyen’s Bill to Provide Critical OB-GYN Training Advances,https://a10.asmdc.org/press-releases/20230619-nguyens-bill-provide-critical-ob-gyn-training-advances,"Monday, June 19, 2023",Democrat
16,Stephanie Nguyen,10,Assemblymember Nguyen’s CalWORKs Childcare Legislation Advances,https://a10.asmdc.org/press-releases/20230419-assemblymember-nguyens-calworks-childcare-legislation-advances,"Wednesday, April 19, 2023",Democrat
17,Stephanie Nguyen,10,Stephanie Nguyen Becomes Sacramento Region’s First Ever AAPI Woman Legislator,https://a10.asmdc.org/press-releases/20221205-stephanie-nguyen-becomes-sacramento-regions-first-ever-aapi-woman,"Monday, December 5, 2022",Democrat
18,Lori Wilson,11,Assemblywoman Wilson Hosts Regional Transportation Funding Townhall in Fresno,https://a11.asmdc.org/press-releases/20250718-assemblywoman-wilson-hosts-regional-transportation-funding-townhall-fresno,"Friday, July 18, 2025",Democrat
19,Lori Wilson,11,Opposition Deepening Against Governor’s Proposal to Fast-Track Delta Tunnel Project in Budget,https://a11.asmdc.org/press-releases/20250605-opposition-deepening-against-governors-proposal-fast-track-delta-tunnel,"Thursday, June 5, 2025",Democrat
20,Lori Wilson,11,Assemblywoman Wilson Announces California Maritime Day to Honor Legacy and Spark a New Era of Shipbuilding in the Golden State,https://a11.asmdc.org/press-releases/20250522-assemblywoman-wilson-announces-california-maritime-day-honor-legacy-and,"Thursday, May 22, 2025",Democrat
21,Lori Wilson,11,Assemblywoman Wilson Responds to Governor’s Effort to Fast-Track Delta Water Proposal,https://a11.asmdc.org/press-releases/20250514-assemblywoman-wilson-responds-governors-effort-fast-track-delta-water,"Wednesday, May 14, 2025",Democrat
22,Lori Wilson,11,Assemblywoman Lori D. Wilson’s Legislation to Protect Patients Advances Out of Assembly Health Committee,https://a11.asmdc.org/press-releases/20250501-assemblywoman-lori-d-wilsons-legislation-protect-patients-advances-out,"Thursday, May 1, 2025",Democrat
23,Lori Wilson,11,Assemblymember Lori D. Wilson Celebrates Advancement of AB 912,https://a11.asmdc.org/press-releases/20250428-assemblymember-lori-d-wilson-celebrates-advancement-ab-912,"Monday, April 28, 2025",Democrat
24,Lori Wilson,11,"Assemblywoman Lori D. Wilson Introduces Legislation to Protect Patients with Cancer, Rheumatoid Arthritis, and other Serious Illnesses",https://a11.asmdc.org/press-releases/20250213-assemblywoman-lori-d-wilson-introduces-legislation-protect-patients-cancer,"Thursday, February 13, 2025",Democrat
25,Lori Wilson,11,Statement from Assemblywoman Lori D. Wilson on Reports of Deportation Flights from Travis Air Force Base,https://a11.asmdc.org/press-releases/20250206-statement-assemblywoman-lori-d-wilson-reports-deportation-flights-travis,"Thursday, February 6, 2025",Democrat
26,Lori Wilson,11,Assemblywoman Lori D. Wilson Introduces AB 394 to Strengthen Safety for Transit Operators and Riders,https://a11.asmdc.org/press-releases/20250204-assemblywoman-lori-d-wilson-introduces-ab-394-strengthen-safety-transit,"Tuesday, February 4, 2025",Democrat
27,Lori Wilson,11,Assemblywoman Lori D. Wilson Reappointed as Chair of the Assembly Transportation Committee,https://a11.asmdc.org/press-releases/20250106-assemblywoman-lori-d-wilson-reappointed-chair-assembly-transportation,"Monday, January 6, 2025",Democrat
28,Lori Wilson,11,Assemblywoman Lori D. Wilson to Host 3rd Annual Operation Gobble Gobble Turkey Drive,https://a11.asmdc.org/press-releases/20241121-assemblywoman-lori-d-wilson-host-3rd-annual-operation-gobble-gobble-turkey,"Thursday, November 21, 2024",Democrat
29,Lori Wilson,11,"Governor Newsom Signs 'Know Your Period Act' into Law, Enhancing Sexual Health Education in California Schools",https://a11.asmdc.org/press-releases/20241003-governor-newsom-signs-know-your-period-act-law-enhancing-sexual-health,"Thursday, October 3, 2024",Democrat
30,Lori Wilson,11,Governor Newsom Signs AB 2319 to Reduce Black Maternal Mortality Through Implicit Bias Training,https://a11.asmdc.org/press-releases/20240930-governor-newsom-signs-ab-2319-reduce-black-maternal-mortality-through,"Monday, September 30, 2024",Democrat
31,Lori Wilson,11,"Governor Newsom Signs AB 2300, the Toxic-Free Medical Devices Act, into Law",https://a11.asmdc.org/press-releases/20240926-governor-newsom-signs-ab-2300-toxic-free-medical-devices-act-law,"Thursday, September 26, 2024",Democrat
32,Lori Wilson,11,"Assemblywoman Lori D. Wilson's Housing Bill AB 3057 Passes Senate, Heads to Governor's Desk",https://a11.asmdc.org/press-releases/20240812-assemblywoman-lori-d-wilsons-housing-bill-ab-3057-passes-senate-heads,"Monday, August 12, 2024",Democrat
33,Lori Wilson,11,Statement from Assemblywoman Lori D. Wilson on the Withdrawal of East Solano Plan’s Ballot Measure,https://a11.asmdc.org/press-releases/20240722-statement-assemblywoman-lori-d-wilson-withdrawal-east-solano-plans-ballot,"Monday, July 22, 2024",Democrat
34,Lori Wilson,11,Assemblymembers Wilson and Garcia Announce Agreement on $10 Billion Climate Resilience Bond for 2024 Ballot,https://a11.asmdc.org/press-releases/20240630-assemblymembers-wilson-and-garcia-announce-agreement-10-billion-climate,"Sunday, June 30, 2024",Democrat
35,Lori Wilson,11,Assemblywoman Lori D. Wilson's statement on the passage of ACA 8 from both the Senate and Assembly Floors,https://a11.asmdc.org/press-releases/20240627-assemblywoman-lori-d-wilsons-statement-passage-aca-8-both-senate-and,"Thursday, June 27, 2024",Democrat
36,Lori Wilson,11,"End Slavery in California Act (ACA 8) Passes Senate Public Safety Committee, Moves to Senate Elections Committee",https://a11.asmdc.org/press-releases/20240611-end-slavery-california-act-aca-8-passes-senate-public-safety-committee,"Tuesday, June 11, 2024",Democrat
37,Lori Wilson,11,"Statement from Assemblywoman Lori D. Wilson Regarding the Integration of California State University Maritime Academy into California Polytechnic State University, San Luis Obispo",https://a11.asmdc.org/press-releases/20240606-statement-assemblywoman-lori-d-wilson-regarding-integration-california,"Thursday, June 6, 2024",Democrat
38,Lori Wilson,11,Assemblywoman Lori D. Wilson's Bill to Protect Californians from Harmful Chemicals in Medical Supplies,https://a11.asmdc.org/press-releases/20240522-assemblywoman-lori-d-wilsons-bill-protect-californians-harmful-chemicals,"Wednesday, May 22, 2024",Democrat
39,Lori Wilson,11,Assemblywoman Lori D. Wilson Issues Statement on the May Revision of the Budget,https://a11.asmdc.org/press-releases/20240510-assemblywoman-lori-d-wilson-issues-statement-may-revision-budget,"Friday, May 10, 2024",Democrat
40,Lori Wilson,11,Assemblywoman Lori D. Wilson Introduces Bill AB 2229 to Enhance Comprehensive Sexual Health Education in California Schools,https://a11.asmdc.org/press-releases/20240422-assemblywoman-lori-d-wilson-introduces-bill-ab-2229-enhance-comprehensive-0,"Monday, April 22, 2024",Democrat
41,Lori Wilson,11,Assemblywoman Lori D. Wilson Introduces Assembly Bill 3259 Empowering Solano County Voters,https://a11.asmdc.org/press-releases/20240417-assemblywoman-lori-d-wilson-introduces-assembly-bill-3259-empowering-solano,"Wednesday, April 17, 2024",Democrat
42,Lori Wilson,11,Assemblywoman Lori D. Wilson Introduces AB 2300 to Protect Californians from Harmful Chemicals in Medical Supplies,https://a11.asmdc.org/press-releases/20240404-assemblywoman-lori-d-wilson-introduces-ab-2300-protect-californians-harmful,"Thursday, April 4, 2024",Democrat
43,Lori Wilson,11,Assemblywoman Lori D. Wilson Introduces Bill to Promote Equity in Housing Access,https://a11.asmdc.org/press-releases/20240402-assemblywoman-lori-d-wilson-introduces-bill-promote-equity-housing-access,"Tuesday, April 2, 2024",Democrat
44,Lori Wilson,11,Assemblywoman Lori D. Wilson Becomes First Black Woman in California History to Serve As Chair of the Assembly Transportation Committee,https://a11.asmdc.org/press-releases/20231121-assemblywoman-lori-d-wilson-becomes-first-black-woman-california-history-0,"Tuesday, November 21, 2023",Democrat
45,Lori Wilson,11,"Assemblywoman Lori D. Wilson Advances Water Legislation to Support Flood Control Projects, Habitat Restoration and the Needs of Farmers in Solano County",https://a11.asmdc.org/press-releases/20231010-assemblywoman-lori-d-wilson-advances-water-legislation-support-flood,"Tuesday, October 10, 2023",Democrat
46,Lori Wilson,11,"Legislation to Protect TGI Youth Passes Senate and Assembly Floors, Now Heads to Governor Newsom’s Desk",https://a11.asmdc.org/press-releases/20230908-legislation-protect-tgi-youth-passes-senate-and-assembly-floors-now-heads,"Friday, September 8, 2023",Democrat
47,Lori Wilson,11,Assemblywoman Lori D. Wilson hosts AD11 at City Hall in Oakley,https://a11.asmdc.org/press-releases/20230908-assemblywoman-lori-d-wilson-hosts-ad11-city-hall-oakley,"Friday, September 8, 2023",Democrat
48,Lori Wilson,11,Assemblywoman Lori D. Wilson To Host East Contra Costa Historical Society’s Exhibit Oakley History Through Time,https://a11.asmdc.org/press-releases/20230814-assemblywoman-lori-d-wilson-host-east-contra-costa-historical-societys,"Monday, August 14, 2023",Democrat
49,Lori Wilson,11,California Legislative Black Caucus Holds Press Conference Denouncing Recent SCOTUS Decision on Affirmative Action,https://a11.asmdc.org/press-releases/20230705-california-legislative-black-caucus-holds-press-conference-denouncing,"Wednesday, July 5, 2023",Democrat
50,Lori Wilson,11,Assemblywoman Lori D. Wilson Congratulates Speaker Robert Rivas on Being Sworn in As California’s 71st Assembly Speaker,https://a11.asmdc.org/press-releases/20230630-assemblywoman-lori-d-wilson-congratulates-speaker-robert-rivas-being-sworn,"Friday, June 30, 2023",Democrat
51,Lori Wilson,11,Assemblywoman Lori D. Wilson’s Legislation Addressing Infant Formula Shortage Passes Committee with Unanimous Support,https://a11.asmdc.org/press-releases/20230322-assemblywoman-lori-d-wilsons-legislation-addressing-infant-formula-shortage,"Wednesday, March 22, 2023",Democrat
52,Lori Wilson,11,Assemblywoman Lori D. Wilson Announces the Advancement of the Freedom from Face Surveillance Act,https://a11.asmdc.org/press-releases/20230321-assemblywoman-lori-d-wilson-announces-advancement-freedom-face-surveillance,"Tuesday, March 21, 2023",Democrat
53,Lori Wilson,11,California Assembly Judiciary Committee Advances Bill to Protect TGI Youth,https://a11.asmdc.org/press-releases/20230321-california-assembly-judiciary-committee-advances-bill-protect-tgi-youth,"Tuesday, March 21, 2023",Democrat
54,Lori Wilson,11,Assemblywoman Lori D. Wilson To Host Open House in Suisun City District Office,https://a11.asmdc.org/press-releases/20230206-assemblywoman-lori-d-wilson-host-open-house-suisun-city-district-office,"Monday, February 6, 2023",Democrat
55,Lori Wilson,11,Assemblywoman Lori D. Wilson’s Statement on the Governor’s Budget,https://a11.asmdc.org/press-releases/20230110-assemblywoman-lori-d-wilsons-statement-governors-budget,"Tuesday, January 10, 2023",Democrat
56,Lori Wilson,11,Assemblywoman Lori D. Wilson and Senator Bill Dodd Host Delta Caucus Public Comment Session on Delta Tunnel Draft EIR,https://a11.asmdc.org/press-releases/20221209-assemblywoman-lori-d-wilson-and-senator-bill-dodd-host-delta-caucus-public,"Friday, December 9, 2022",Democrat
57,Lori Wilson,11,Assemblywoman Lori D. Wilson Sworn Into First Full Term Representing California’s 11th Assembly District,https://a11.asmdc.org/press-releases/20221205-assemblywoman-lori-d-wilson-sworn-first-full-term-representing-californias,"Monday, December 5, 2022",Democrat
58,Lori Wilson,11,MEDIA ADVISORY – Assemblywoman Lori D. Wilson to Host Assembly Select Committee on Transportation and Emergency Preparedness,https://a11.asmdc.org/press-releases/20221025-media-advisory-assemblywoman-lori-d-wilson-host-assembly-select-committee,"Tuesday, October 25, 2022",Democrat
59,Lori Wilson,11,California Legislative Black Caucus Elects New Executive Leadership for 2023-2024 Legislative Session,https://a11.asmdc.org/press-releases/20220823-california-legislative-black-caucus-elects-new-executive-leadership-2023,"Tuesday, August 23, 2022",Democrat
60,Lori Wilson,11,Assemblywoman Lori D. Wilson Announces Hiring Tiffanee D. Jones To Serve As District Director For the 11th Assembly District,https://a11.asmdc.org/press-releases/20220601-assemblywoman-lori-d-wilson-announces-hiring-tiffanee-d-jones-serve,"Wednesday, June 1, 2022",Democrat
61,Lori Wilson,11,Assemblywoman Lori D. Wilson Appointed To Serve On The Assembly Committee on Agriculture,https://a11.asmdc.org/press-releases/20220526-assemblywoman-lori-d-wilson-appointed-serve-assembly-committee-agriculture,"Thursday, May 26, 2022",Democrat
62,Lori Wilson,11,Lori Wilson Sworn in as Assemblymember for the 11th District,https://a11.asmdc.org/press-releases/20220406-lori-wilson-sworn-assemblymember-11th-district,"Wednesday, April 6, 2022",Democrat
63,Damon Connolly,12,Assemblymember Connolly Supports the Fight against Trump’s Gerrymandering,https://a12.asmdc.org/press-releases/20250814-assemblymember-connolly-supports-fight-against-trumps-gerrymandering,"Thursday, August 14, 2025",Democrat
64,Damon Connolly,12,"Senate Leader McGuire, North Bay Legislative Delegation and Cal State University Leadership Announce ‘Sonoma State Commitment’",https://a12.asmdc.org/press-releases/20250624-senate-leader-mcguire-north-bay-legislative-delegation-and-cal-state,"Tuesday, June 24, 2025",Democrat
65,Damon Connolly,12,Assemblymember Connolly Issues Statement on ICE Raids & Illegal Federal Action in Los Angeles County,https://a12.asmdc.org/press-releases/20250609-assemblymember-connolly-issues-statement-ice-raids-illegal-federal-action,"Monday, June 9, 2025",Democrat
66,Damon Connolly,12,Assemblymember Connolly Passes Sixteen Bills off Assembly Floor,https://a12.asmdc.org/press-releases/20250606-assemblymember-connolly-passes-sixteen-bills-assembly-floor,"Friday, June 6, 2025",Democrat
67,Damon Connolly,12,Mount Tamalpais College Honored as AD12 Nonprofit of the Year,https://a12.asmdc.org/press-releases/20250521-mount-tamalpais-college-honored-ad12-nonprofit-year,"Wednesday, May 21, 2025",Democrat
68,Damon Connolly,12,Assemblymember Connolly Appointed Chair of Assembly Select Committee on Wildfire Prevention,https://a12.asmdc.org/press-releases/20250425-assemblymember-connolly-appointed-chair-assembly-select-committee-wildfire,"Friday, April 25, 2025",Democrat
69,Damon Connolly,12,Connolly Passes Five More Bills through Policy Committees,https://a12.asmdc.org/press-releases/20250424-connolly-passes-five-more-bills-through-policy-committees,"Thursday, April 24, 2025",Democrat
70,Damon Connolly,12,North Bay/North Coast Legislative Delegation Secures Major Investments in Wildfire Mitigation Projects to Protect California Communities,https://a12.asmdc.org/press-releases/20250414-north-baynorth-coast-legislative-delegation-secures-major-investments,"Monday, April 14, 2025",Democrat
71,Damon Connolly,12,Assemblymember Connolly Passes Four Bills through Policy Committees,https://a12.asmdc.org/press-releases/20250409-assemblymember-connolly-passes-four-bills-through-policy-committees,"Wednesday, April 9, 2025",Democrat
72,Damon Connolly,12,AB 1 Passes through Assembly Insurance Committee,https://a12.asmdc.org/press-releases/20250402-ab-1-passes-through-assembly-insurance-committee,"Wednesday, April 2, 2025",Democrat
73,Damon Connolly,12,Samantha Rodriguez Honored as AD12 Woman of the Year,https://a12.asmdc.org/press-releases/20250311-samantha-rodriguez-honored-ad12-woman-year,"Tuesday, March 11, 2025",Democrat
74,Damon Connolly,12,Connolly Introduces Bill to Improve Safety and Rehabilitation in Prisons,https://a12.asmdc.org/press-releases/20250306-connolly-introduces-bill-improve-safety-and-rehabilitation-prisons,"Thursday, March 6, 2025",Democrat
75,Damon Connolly,12,Assemblymember Connolly Announces Winner of Legislative Contest,https://a12.asmdc.org/press-releases/20250224-assemblymember-connolly-announces-winner-legislative-contest,"Monday, February 24, 2025",Democrat
76,Damon Connolly,12,Connolly Introduces Bills to Boost Organic Farming and Healthy Soil Projects,https://a12.asmdc.org/press-releases/20250220-connolly-introduces-bills-boost-organic-farming-and-healthy-soil-projects,"Thursday, February 20, 2025",Democrat
77,Damon Connolly,12,Assemblymember Connolly Streamlines Wildfire Preparedness Efforts,https://a12.asmdc.org/press-releases/20250219-assemblymember-connolly-streamlines-wildfire-preparedness-efforts,"Wednesday, February 19, 2025",Democrat
78,Damon Connolly,12,Connolly Introduces Bill Package to Strengthen Protections for Mobilehome Residents,https://a12.asmdc.org/press-releases/20250218-connolly-introduces-bill-package-strengthen-protections-mobilehome,"Tuesday, February 18, 2025",Democrat
79,Damon Connolly,12,Assemblymember Connolly Honors Petaluma Skateboarder Minna Stess,https://a12.asmdc.org/press-releases/20250214-assemblymember-connolly-honors-petaluma-skateboarder-minna-stess,"Friday, February 14, 2025",Democrat
80,Damon Connolly,12,Assemblymember Connolly Introduces Legislation to Implement California’s First-in-the-Nation Nature-Based Climate Targets,https://a12.asmdc.org/press-releases/20250210-assemblymember-connolly-introduces-legislation-implement-californias-first,"Monday, February 10, 2025",Democrat
81,Damon Connolly,12,Connolly Expands Education Rights Awareness for Immigrant Students,https://a12.asmdc.org/press-releases/20250205-connolly-expands-education-rights-awareness-immigrant-students,"Wednesday, February 5, 2025",Democrat
82,Damon Connolly,12,Assemblymember Connolly Introduces Mental Health Protection Act,https://a12.asmdc.org/press-releases/20250204-assemblymember-connolly-introduces-mental-health-protection-act,"Tuesday, February 4, 2025",Democrat
83,Damon Connolly,12,Connolly Increases Future Funding for Fairs,https://a12.asmdc.org/press-releases/20250121-connolly-increases-future-funding-fairs,"Tuesday, January 21, 2025",Democrat
84,Damon Connolly,12,Assemblymember Connolly Hosts Contest for New Bill Ideas,https://a12.asmdc.org/press-releases/20250113-assemblymember-connolly-hosts-contest-new-bill-ideas,"Monday, January 13, 2025",Democrat
85,Damon Connolly,12,Assemblymember Connolly Appointed as Chair of Assembly Committee on Environmental Safety and Toxic Materials,https://a12.asmdc.org/press-releases/20241227-assemblymember-connolly-appointed-chair-assembly-committee-environmental,"Friday, December 27, 2024",Democrat
86,Damon Connolly,12,Assemblymember Connolly Reintroduces Wildfire Insurance Bill on First Day of New Legislative Session,https://a12.asmdc.org/press-releases/20241202-assemblymember-connolly-reintroduces-wildfire-insurance-bill-first-day-new,"Monday, December 2, 2024",Democrat
87,Damon Connolly,12,Donna Garske Honored as AD12 Woman of the Year,https://a12.asmdc.org/press-releases/20241030-donna-garske-honored-ad12-woman-year,"Wednesday, October 30, 2024",Democrat
88,Damon Connolly,12,Eight Connolly Bills Become California Law,https://a12.asmdc.org/press-releases/20240930-eight-connolly-bills-become-california-law,"Monday, September 30, 2024",Democrat
89,Damon Connolly,12,Five More Connolly Bills Signed into Law,https://a12.asmdc.org/press-releases/20240926-five-more-connolly-bills-signed-law,"Thursday, September 26, 2024",Democrat
90,Damon Connolly,12,Assemblymember Connolly Passes Eleven Bills to Governor’s Desk,https://a12.asmdc.org/press-releases/20240903-assemblymember-connolly-passes-eleven-bills-governors-desk,"Tuesday, September 3, 2024",Democrat
91,Damon Connolly,12,Connolly Bills Pass out of Senate Appropriations Committee,https://a12.asmdc.org/press-releases/20240815-connolly-bills-pass-out-senate-appropriations-committee,"Thursday, August 15, 2024",Democrat
92,Damon Connolly,12,First Connolly Bill of 2024 Becomes Law,https://a12.asmdc.org/press-releases/20240715-first-connolly-bill-2024-becomes-law,"Monday, July 15, 2024",Democrat
93,Damon Connolly,12,California Legislature Passes Generational Climate and Education Bonds,https://a12.asmdc.org/press-releases/20240704-california-legislature-passes-generational-climate-and-education-bonds,"Thursday, July 4, 2024",Democrat
94,Damon Connolly,12,Assemblymember Connolly Appointed to the Assembly Committee on Natural Resources,https://a12.asmdc.org/press-releases/20240627-assemblymember-connolly-appointed-assembly-committee-natural-resources,"Thursday, June 27, 2024",Democrat
95,Damon Connolly,12,Safer from Wildfires Program Improvements Pass through Senate Insurance Committee,https://a12.asmdc.org/press-releases/20240626-safer-wildfires-program-improvements-pass-through-senate-insurance,"Wednesday, June 26, 2024",Democrat
96,Damon Connolly,12,Assemblymember Connolly Helps Pass Balanced Budget that Saves Key Investments,https://a12.asmdc.org/press-releases/20240613-assemblymember-connolly-helps-pass-balanced-budget-saves-key-investments,"Thursday, June 13, 2024",Democrat
97,Damon Connolly,12,Latino Service Providers Selected as Nonprofit of the Year,https://a12.asmdc.org/press-releases/20240605-latino-service-providers-selected-nonprofit-year,"Wednesday, June 5, 2024",Democrat
98,Damon Connolly,12,Assemblymember Connolly Celebrates Key Budget Wins in New Legislative Agreement,https://a12.asmdc.org/press-releases/20240530-assemblymember-connolly-celebrates-key-budget-wins-new-legislative,"Thursday, May 30, 2024",Democrat
99,Damon Connolly,12,Assemblymember Connolly Passes Sixteen Bills off the Assembly Floor,https://a12.asmdc.org/press-releases/20240523-assemblymember-connolly-passes-sixteen-bills-assembly-floor,"Thursday, May 23, 2024",Democrat
100,Damon Connolly,12,Connolly Passes Seven Bills out of the Assembly Appropriations Committee,https://a12.asmdc.org/press-releases/20240516-connolly-passes-seven-bills-out-assembly-appropriations-committee,"Thursday, May 16, 2024",Democrat
101,Damon Connolly,12,Connolly Passes Wildfire Insurance Bill through Policy Committee,https://a12.asmdc.org/press-releases/20240418-connolly-passes-wildfire-insurance-bill-through-policy-committee,"Thursday, April 18, 2024",Democrat
102,Damon Connolly,12,Assemblymember Connolly and Colleagues Pass Title IX Bill Package through Assembly Higher Education Committee,https://a12.asmdc.org/press-releases/20240416-assemblymember-connolly-and-colleagues-pass-title-ix-bill-package-through,"Tuesday, April 16, 2024",Democrat
103,Damon Connolly,12,Connolly Bills Passed through Assembly Policy Committees,https://a12.asmdc.org/press-releases/20240411-connolly-bills-passed-through-assembly-policy-committees,"Thursday, April 11, 2024",Democrat
104,Damon Connolly,12,Assemblymember Connolly Strengthens Community Land Trusts,https://a12.asmdc.org/press-releases/20240227-assemblymember-connolly-strengthens-community-land-trusts,"Tuesday, February 27, 2024",Democrat
105,Damon Connolly,12,Assemblymember Connolly Codifies & Expands Beaver Restoration Program,https://a12.asmdc.org/press-releases/20240221-assemblymember-connolly-codifies-expands-beaver-restoration-program,"Wednesday, February 21, 2024",Democrat
106,Damon Connolly,12,Connolly Expands Healthy Soils Program with New Legislation,https://a12.asmdc.org/press-releases/20240215-connolly-expands-healthy-soils-program-new-legislation,"Thursday, February 15, 2024",Democrat
107,Damon Connolly,12,Assemblymember Connolly Introduces Legislation to Save California Solar,https://a12.asmdc.org/press-releases/20240214-assemblymember-connolly-introduces-legislation-save-california-solar,"Wednesday, February 14, 2024",Democrat
108,Damon Connolly,12,Assemblymember Connolly Announces Winner of Legislative Contest,https://a12.asmdc.org/press-releases/20240213-assemblymember-connolly-announces-winner-legislative-contest,"Tuesday, February 13, 2024",Democrat
109,Damon Connolly,12,Assemblymember Connolly Updates High School Graduation Requirements for Students Struggling with Mental or Physical Health,https://a12.asmdc.org/press-releases/20240208-assemblymember-connolly-updates-high-school-graduation-requirements,"Thursday, February 8, 2024",Democrat
110,Damon Connolly,12,Connolly Strengthens Gate Safety Regulations in Response to Child Fatality,https://a12.asmdc.org/press-releases/20240206-connolly-strengthens-gate-safety-regulations-response-child-fatality,"Tuesday, February 6, 2024",Democrat
111,Damon Connolly,12,Assemblymember Connolly Joint Authors Bill Repealing Fixed Utility Charge,https://a12.asmdc.org/press-releases/20240130-assemblymember-connolly-joint-authors-bill-repealing-fixed-utility-charge,"Tuesday, January 30, 2024",Democrat
112,Damon Connolly,12,Assemblymember Connolly Passes Clean Water Protections for Rural Communities and Endangered Wetlands,https://a12.asmdc.org/press-releases/20240129-assemblymember-connolly-passes-clean-water-protections-rural-communities,"Monday, January 29, 2024",Democrat
113,Damon Connolly,12,Connolly Expands Healthcare Coverage for Metabolic Disorders,https://a12.asmdc.org/press-releases/20240125-connolly-expands-healthcare-coverage-metabolic-disorders,"Thursday, January 25, 2024",Democrat
114,Damon Connolly,12,Connolly Strengthens Pesticide Regulations with New Legislation,https://a12.asmdc.org/press-releases/20240118-connolly-strengthens-pesticide-regulations-new-legislation,"Thursday, January 18, 2024",Democrat
115,Damon Connolly,12,Assemblymember Connolly Honored with Environmental Champion Award,https://a12.asmdc.org/press-releases/20240117-assemblymember-connolly-honored-environmental-champion-award,"Wednesday, January 17, 2024",Democrat
116,Damon Connolly,12,Assemblymember Connolly Updates Criminal Procedure for Mentally Incompetent Defendants with New Legislation,https://a12.asmdc.org/press-releases/20240111-assemblymember-connolly-updates-criminal-procedure-mentally-incompetent,"Thursday, January 11, 2024",Democrat
