source,filename,document_date,num_sentences,num_mentions,num_ai_mentions,num_science_mentions,num_claim_like,unique_urls_count,unique_dois_count,unique_arxiv_count,unique_other_refs_count,has_any_reference
Democratic Assembly,20190918-assemblymember-robert-rivas-condemns-trump-administration-rollback.txt,,15,4,3,0,0,0,0,0,1,True
Democratic Assembly,20190923-donation-drive-provides-diapers-low-income-families-during-diaper-need.txt,,15,4,3,1,0,0,0,0,0,False
Democratic Assembly,20190923-release-business-enviro-advocates-rally-ask-governor-newsoms-signature-ab.txt,"October 13, 2019",160,24,16,2,0,3,0,0,3,True
Democratic Assembly,20190924-release-bill-protect-state-records-signed-law-ab-469-improves-transparency.txt,,15,5,5,0,0,0,0,0,0,False
Democratic Assembly,20190924-release-governor-newsom-signs-ab-558-pro-bono-legal-services-active.txt,,29,12,12,0,0,0,0,0,0,False
Democratic Assembly,20190927-assemblymember-irwin-names-john-jackson-2019-veteran-year-44th-assembly.txt,"October 1, 2018",18,8,7,3,0,0,0,0,0,False
Democratic Assembly,20190927-assemblywoman-quirk-silvaas-housing-bills-becomes-law.txt,,12,3,3,0,0,0,0,0,0,False
Democratic Assembly,20190927-governor-newsom-signs-innovative-legislation-protect-californians-risk.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20190927-release-assemblywoman-petrie-norris-sea-level-rise-legislation-signed.txt,"June 5, 2018",141,21,13,3,1,0,0,0,3,True
Democratic Assembly,20190930-assemblymember-robert-rivas-environmental-justice-legislation-signed-law.txt,,14,2,2,0,0,0,0,0,0,False
Democratic Assembly,20190930-ramos-leads-roundtable-behavioral-health-resources-san-bernardino-county.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191001-confused-about-real-id-get-real-deal-real-id-workshop.txt,"October 17, 2019",18,2,2,0,0,0,0,0,0,False
Democratic Assembly,20191003-bill-increase-access-drought-proof-water-oc-becomes-law.txt,"January 1, 2020",22,3,2,1,0,0,0,0,0,False
Democratic Assembly,20191003-california-clamps-down-nonconsensual-deepfake-pornography.txt,,17,8,8,0,0,0,0,0,0,False
Democratic Assembly,20191003-new-election-integrity-measure-signed-law-anticipation-2020-election.txt,,18,7,7,0,0,0,0,0,0,False
Democratic Assembly,20191003-presidential-candidates-urge-governor-newsom-sign-assemblymember-robert.txt,,19,3,3,0,0,0,0,0,0,False
Democratic Assembly,20191007-assemblywoman-quirk-silva-addresses-california-college-challenges.txt,,26,4,3,1,0,0,0,0,0,False
Democratic Assembly,20191008-calfresh-resource-fair-vista-provides-one-stop-shop-community-health.txt,"October 22, 2019",17,5,5,0,0,0,0,0,0,False
Democratic Assembly,20191008-ramos-victims-rights-bill-signed-law.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191009-assemblymember-tasha-boerner-horvath-presents-8-million-check-city.txt,"October 9, 2019",14,3,3,0,0,0,0,0,0,False
Democratic Assembly,20191009-ramos-early-suicide-prevention-bill-signed-law.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191009-release-student-civic-and-voter-empowerment-act-signed-law.txt,"January 1, 2020",91,11,10,2,0,0,0,0,0,False
Democratic Assembly,20191010-berman-continues-champion-improved-care-sexual-assault-survivors.txt,,22,11,6,5,1,0,0,0,0,False
Democratic Assembly,20191010-governor-newsom-signs-bill-attract-high-quality-medical-providers-south-la.txt,,23,9,8,1,0,0,0,0,0,False
Democratic Assembly,20191010-governor-signs-asm-robert-rivas-bill-create-new-housing-opportunities.txt,,18,5,5,0,0,0,0,0,0,False
Democratic Assembly,20191010-governor-signs-first-nation-legislation-assemblymember-ash-kalra.txt,,14,5,3,1,1,0,0,0,1,True
Democratic Assembly,20191011-assemblymember-irwins-legislation-response-borderline-shooting-strengthen.txt,,21,6,6,0,0,0,0,0,0,False
Democratic Assembly,20191011-california-establish-first-nation-gun-violence-prevention-training-program.txt,,28,11,7,5,0,0,0,0,0,False
Democratic Assembly,20191011-governor-newsom-signs-bill-stem-tide-untraceable-firearms.txt,,17,2,2,0,0,0,0,0,0,False
Democratic Assembly,20191011-governor-newsom-signs-legislation-establishing-new-program-protect.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191011-governor-newsom-signs-package-new-gun-laws-legislatures-gun-violence.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191011-release-california-governor-approves-bill-expand-access-birth-control-ab.txt,,45,12,11,2,0,0,0,0,0,False
Democratic Assembly,20191012-governor-signs-bill-help-california-fight-trump-administrations-plan-frack.txt,,17,6,5,1,0,0,0,0,0,False
Democratic Assembly,20191013-governor-gavin-newsom-signs-assemblywoman-rubios-california-dreamers.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191013-increased-representation-women-local-appointed-boards-and-commissions.txt,"October 12, 2019",21,6,5,1,0,0,0,0,0,False
Democratic Assembly,20191014-assemblywoman-quirk-silva-2019-end-year-legislative-highlights.txt,,20,4,4,0,0,0,0,0,0,False
Democratic Assembly,20191014-california-reconsiders-election-ballot-layout.txt,,16,4,3,0,1,0,0,0,0,False
Democratic Assembly,20191014-governor-signs-asm-rivas-bill-protect-health-and-environment.txt,"January 1, 2020",14,5,5,0,0,0,0,0,1,True
Democratic Assembly,20191015-governor-signs-assemblymember-robert-rivas-landmark-farmworker-housing-act.txt,,23,5,5,0,0,0,0,0,0,False
Democratic Assembly,20191015-release-legislation-expanding-senior-services-signed-law-ab-1128-will.txt,"January 1, 2020",51,10,9,1,0,0,0,0,0,False
Democratic Assembly,20191106-assemblywoman-quirk-silva-and-select-committee-addresses-oc-chronic.txt,,13,3,3,0,0,0,0,0,0,False
Democratic Assembly,20191106-assemblywoman-quirk-silvas-request-state-audit-education-supplemental.txt,,15,4,3,1,0,0,0,0,0,False
Democratic Assembly,20191107-assemblymember-tasha-boerner-horvath-presents-15-million-check-miracosta.txt,"November 7, 2019",13,3,3,0,0,0,0,0,0,False
Democratic Assembly,20191107-ramos-statement-release-youth-experiencing-homeless-audit.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191112-assemblymember-ramos-holds-first-inaugural-veterans-honoring-veterans.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191113-gipson-denounces-supreme-courts-reversal-daca.txt,,10,2,2,1,0,0,0,0,0,False
Democratic Assembly,20191114-free-seminar-educates-seniors-how-avoid-scams.txt,"November 14, 2019",7,2,2,0,0,0,0,0,0,False
Democratic Assembly,20191114-statement-assemblymember-mike-gipson-saugus-high-school-shooting-santa.txt,,19,4,4,1,0,0,0,0,0,False
Democratic Assembly,20191118-statement-assemblymember-mike-gipson-mass-shooting-fresno.txt,,14,2,2,1,0,0,0,0,0,False
Democratic Assembly,20191121-assembly-member-petrie-norris-presents-city-council-1-million-check-lions.txt,,15,4,3,0,0,1,0,0,0,True
Democratic Assembly,20191126-assemblywoman-rubio-hosts-operation-gobble-turkey-giveaway-west-covina.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191204-assemblymember-tasha-boerner-horvath-convenes-select-committee-examine.txt,"December 3, 2019",21,6,5,2,0,0,0,0,0,False
Democratic Assembly,20191205-assemblymember-ramos-and-governor-newsom-kick-statewide-announcement-650.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20191216-new-year-new-laws.txt,"January 1, 2024",89,27,20,7,0,0,0,0,1,True
Democratic Assembly,20200107-assembly-members-quirk-silva-and-mccarty-unveil-bill-address-california.txt,,16,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200107-assemblymember-rivas-stands-strong-support-housing.txt,,24,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200109-assemblymember-ash-kalra-releases-statement-governors-office-health.txt,,18,4,1,0,0,0,0,0,2,True
Democratic Assembly,20200110-assembly-caucus-chair-mike-gipsons-statement-governor-newsoms-2020-proposed.txt,"July 2, 2022",25,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200110-assemblymember-arambula-responds-governor-newsoms-budget-proposal-2020-21.txt,,15,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200110-assemblymember-berman-reacts-governor-newsoms-budget-proposal.txt,,14,4,3,0,0,0,0,0,1,True
Democratic Assembly,20200110-assemblymember-robert-rivas-responds-governor-newsoms-2020-budget-proposal.txt,,22,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200110-statement-assemblywoman-cottie-petrie-norris-governors-proposed-budget.txt,"June 15, 2020",10,3,2,0,0,1,0,0,0,True
Democratic Assembly,20200113-assemblymember-james-ramos-governors-budget-reflects-shared-values-and.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200117-assembly-members-quirk-silva-and-medina-introduced-legislation-increase.txt,,11,3,2,2,0,0,0,0,0,False
Democratic Assembly,20200121-los-angeles-board-supervisors-vote-comprehensive-crisis-response-homeless.txt,,29,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200122-statement-assemblymember-tasha-boerner-horvath-department-park-recreations.txt,,5,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200127-legislator-year-asm-mike-gipson-receives-honor-california-community-college.txt,"January 27, 2020",9,3,2,1,0,0,0,0,0,False
Democratic Assembly,20200127-supreme-court-justice-rule-public-charge.txt,,14,2,2,1,0,0,0,0,0,False
Democratic Assembly,20200128-assemblymember-ash-kalra-introduces-bill-make-california-leader-protecting.txt,,23,9,8,2,0,0,0,0,1,True
Democratic Assembly,20200131-crime-victims-and-prosecutors-will-now-get-notified-when-criminals-seek.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200131-fake-news-coronavirus-carson-spreads-panic.txt,,14,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200204-bipartisan-coalition-introduces-legislation-combat-imminent-loss-affordable.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200205-free-tax-preparation-tacos-and-taxes-event-households-earning-less-56000.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200205-public-educational-and-cultural-institutions-would-recognize-tribes.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200206-california-legislators-introduce-bill-secure-2026-world-cup-games.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200206-legislator-proposes-office-suicide-prevention-buttress-state-efforts.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200207-boerner-horvath-holds-hearing-identify-sea-level-rise-threats-san-francisco.txt,,19,4,2,0,2,0,0,0,0,False
Democratic Assembly,20200211-assemblymember-ash-kalra-introduces-bill-make-california-leader-race-horse.txt,,16,8,6,2,0,0,0,0,0,False
Democratic Assembly,20200212-assemblymember-rivas-introduces-legislation-increase-access-rural-broadband.txt,,27,7,7,0,0,0,0,0,0,False
Democratic Assembly,20200213-assembly-speaker-names-ramos-chair-special-homelessness-committee.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200214-new-bill-create-boost-school-nurse-workforce.txt,,16,7,5,2,0,0,0,0,0,False
Democratic Assembly,20200218-assemblymember-james-c-ramos-state-state-california-homeless-issue-canary.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200218-assemblywoman-quirk-silva-responds-governors-state-state-address.txt,,11,6,6,0,0,0,0,0,0,False
Democratic Assembly,20200218-ramos-introduces-bill-reform-critical-mental-health-act.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200219-assemblymember-irwin-introduces-legislation-establish-california-housing.txt,,23,5,4,1,0,0,0,0,0,False
Democratic Assembly,20200219-assemblymember-marc-berman-responds-governor-newsoms-state-state-address.txt,,6,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200220-assemblymember-ash-kalra-releases-statement-new-vote-center-san-jose-state.txt,,7,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200220-assemblymember-irwin-introduces-bill-increase-confidentiality-autopsy.txt,,24,7,7,0,0,0,0,0,0,False
Democratic Assembly,20200222-assemblywoman-cottie-petrie-norris-statement-objecting-federal-government-0.txt,,22,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200223-assemblywoman-quirk-silva-introduces-mobile-home-park-rent-stabilization.txt,,13,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200224-assemblywoman-quirk-silvas-housing-legislative-package-homelessness-home.txt,"January 1, 2019",42,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200225-assemblymember-robert-rivas-responds-governor-newsoms-state-state-address.txt,,15,2,1,1,0,0,0,0,0,False
Democratic Assembly,20200226-gipson-responds-marathon-petroleum-facility-fire-carson-amends-current-bill.txt,"January 1, 2021",19,4,4,0,0,0,0,0,0,False
Democratic Assembly,20200227-assemblymember-shares-knowledge-his-tribe-uc-riverside-students-faculty.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200304-assemblymember-robert-rivas-introduces-bill-promote-healthy-and-sustainable.txt,,20,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200309-assemblymember-rivas-introduces-legislation-speed-construction-anderson-dam.txt,,14,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200310-assemblymember-rivas-and-senator-caballero-applaud-76-million-park-grant.txt,,20,4,4,0,0,0,0,0,0,False
Democratic Assembly,20200310-ramos-seeks-6-million-treatment-abused-children-loma-linda-university.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200311-assemblymember-ash-kalra-and-anti-death-penalty-coalition-announce.txt,,25,12,11,1,0,0,0,0,0,False
Democratic Assembly,20200311-assemblymember-rivas-addresses-states-collaborative-response-covid-19.txt,"March 11, 2020",35,5,3,0,1,1,0,0,0,True
Democratic Assembly,20200313-15-million-security-funding-awarded-california-nonprofits-risk-hate.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200313-ramos-announces-he-will-reschedule-large-group-district-events-and.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200316-joint-statement-senator-skinner-assemblymembers-bonta-wicks-six-county-bay.txt,,24,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200316-ramos-votes-state-budget-emergency-measures-provide-relief-wake-covid-19.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200317-office-and-staff-information-during-covid-19-crisis-old.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200318-assemblymember-rivas-applauds-legislative-action-response-covid-19.txt,"March 18, 2020",49,11,3,1,2,6,0,0,1,True
Democratic Assembly,20200318-markets-have-special-shopping-hours-seniors.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200320-assemblymember-ash-kalra-announces-medical-supply-donation-drive-san-jose.txt,,23,6,4,0,1,1,0,0,0,True
Democratic Assembly,20200320-covid-19-update-resources.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200323-assemblymember-ash-kalra-joint-author-eviction-and-foreclosure-moratorium.txt,,6,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200323-santa-rosa-valley-resident-named-assembly-district-44-woman-year.txt,,16,6,4,2,0,0,0,0,1,True
Democratic Assembly,20200324-altamed-health-services-ensures-safety-patients-and-staff-during-outbreak.txt,,56,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200326-assemblymember-arambula-donates-local-community-organizations-helping.txt,,33,11,11,0,0,0,0,0,0,False
Democratic Assembly,20200331-assemblymember-rivas-urges-states-attention-impacts-covid-19-agricultural.txt,"March 24, 2020",62,12,7,1,0,5,0,0,0,True
Democratic Assembly,20200331-assemblywoman-quirk-silva-supports-fairview-developmental-center.txt,,12,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200403-ad-40-health-tele-town-hall-update.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200403-assemblymember-ash-kalra-launches-falafel-fridays-campaign-deliver-food.txt,,12,4,3,0,0,1,0,0,0,True
Democratic Assembly,20200406-assemblywoman-cottie-petrie-norris-press-statement-announcement-orange.txt,,24,5,3,2,0,0,0,0,0,False
Democratic Assembly,20200409-asambleista-rivas-introduce-covid-19-paquete-de-alivio-para-trabajadores.txt,,34,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200409-assembly-district-40-update-moratoriums.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200409-assemblymember-rivas-introduces-california-farmworker-covid-19-relief.txt,"April 9, 2020",33,9,9,0,0,0,0,0,0,False
Democratic Assembly,20200409-berman-announces-new-bill-protect-voters-november-election.txt,,9,6,6,0,0,0,0,0,0,False
Democratic Assembly,20200409-governor-newsom-announces-additional-unemployment-benefits-workers-impacted.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200413-assemblymember-irwin-calls-ventura-county-residents-serve-their-community.txt,,24,6,4,1,0,1,0,0,0,True
Democratic Assembly,20200413-orange-county-and-cities-receive-funding-address-immediate-homelessness.txt,,24,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200415-assemblymember-ash-kalra-releases-statement-response-governors-disaster.txt,,14,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200415-assemblymember-mike-gipsons-statement-opening-charles-drew-university-covid.txt,,18,5,1,1,0,0,0,0,1,True
Democratic Assembly,20200415-assemblymember-rivas-praises-governor-newsoms-125-million-initiative-help.txt,"April 15, 2020",16,6,6,0,0,0,0,0,0,False
Democratic Assembly,20200416-assemblymembers-rivas-and-garcia-applaud-covid-19-sick-leave-expansion-food.txt,"April 16, 2020",15,6,6,0,0,0,0,0,0,False
Democratic Assembly,20200424-assembly-caucus-chair-mike-gipsons-statement-lawsuit-filed-against-governor.txt,"May 4, 2020",20,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200424-following-reports-over-forty-covid-19-cases-among-farmworkers-his-district.txt,"April 24, 2020",48,14,8,1,1,5,0,0,0,True
Democratic Assembly,20200424-ramos-town-hall-focus-tribal-infrastructure-gaps-successes-during-present.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200428-assemblymember-irwin-host-interview-dr-sam-fink-one-first-medical.txt,"April 30, 2020",19,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200429-covid-19-virtual-town-hall.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200430-crime-victims-week-2020.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200501-assemblymember-ash-kalra-releases-statement-support-amazon-workers-urges.txt,,10,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200503-assemblywoman-quirk-silva-returns-state-capitol-tackle-budget-and.txt,,29,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200504-statement-assemblymember-petrie-norris-phased-reopening-laguna-beach-and.txt,,4,1,0,0,0,0,0,0,1,True
Democratic Assembly,20200505-statement-assemblymember-boerner-horvath-phase-ii-reopening-california.txt,,19,5,5,1,0,0,0,0,0,False
Democratic Assembly,20200505-transforming-patton-state-hospital-offer-emergency-shelter-james-ramos.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200506-ramos-passing-san-bernardino-county-supervisor.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200506-senator-umberg-and-assemblymember-berman-announce-legislative-package.txt,"November 3, 2020",33,17,17,1,0,0,0,0,0,False
Democratic Assembly,20200507-california-native-americans-covid-19-yet-another-existential-threat-survive.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200507-ramos-we-are-stricken-not-fallen-state-learns-historic-budget-deficit.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200508-assemblymember-robert-rivas-applauds-states-provision-750k-masks.txt,"May 8, 2020",41,9,4,0,1,5,0,0,0,True
Democratic Assembly,20200511-assemblymember-ash-kalra-releases-california-deforestation-free-procurement.txt,,24,5,3,1,0,0,0,0,1,True
Democratic Assembly,20200513-assembly-panel-approves-ramos-bill-boost-native-american-voter.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200513-assemblymember-ash-kalra-introduces-critical-legislation-protecting-workers.txt,,55,12,10,0,1,0,0,0,1,True
Democratic Assembly,20200513-assemblymember-robert-rivas-announces-passage-natural-and-working-lands.txt,"May 13, 2020",15,7,6,1,0,0,0,0,1,True
Democratic Assembly,20200513-assemblywoman-quirk-silva-responds-may-revision-budget-proposal-legislature.txt,,30,7,6,0,0,1,0,0,0,True
Democratic Assembly,20200513-ramos-announces-he-will-reschedule-district-events-and-select-committee.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200514-assembly-caucus-chair-mike-gipsons-statement-governor-newsoms-may-revision.txt,,20,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200514-assemblymember-berman-responds-governor-newsoms-revised-budget.txt,,6,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200514-assemblymember-robert-rivas-responds-governor-newsoms-may-revised-budget.txt,"May 14, 2020",47,11,6,0,0,5,0,0,0,True
Democratic Assembly,20200514-assemblymember-robert-rivass-legislation-speed-replacement-silicon-valley.txt,"May 14, 2020",18,3,2,0,0,1,0,0,0,True
Democratic Assembly,20200514-boerner-horvaths-bill-ensure-sustainable-fishing-moves-forward.txt,,20,6,5,2,0,0,0,0,0,False
Democratic Assembly,20200514-ramos-joins-measure-creating-assistance-small-business-and-economic.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200514-ramos-small-businesses-are-engine-will-get-us-through-emergency-only-if-we.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200514-statement-assemblymember-al-muratsuchi-california-governors-may-revise.txt,,17,3,2,1,0,0,0,0,0,False
Democratic Assembly,20200516-assembly-caucus-chair-mike-gipsons-statement-passing-journalistactivist.txt,"April 25, 2019",10,1,0,1,0,0,0,0,0,False
Democratic Assembly,20200518-assemblymember-ash-kalra-advocates-urge-governor-adopt-undocumented-worker.txt,"March 29, 2020",162,23,21,1,1,0,0,0,0,False
Democratic Assembly,20200518-statewide-office-suicide-prevention-bill-clears-first-legislative-hurdle.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200519-bill-make-it-illegal-first-responders-take-photos-deceased-clears-first.txt,,14,6,6,1,0,0,0,0,0,False
Democratic Assembly,20200520-key-committee-advances-hate-crimes-prevention-measure-california-state.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200521-bill-reduce-rates-missing-and-murdered-indigenous-women-and-girls-boost.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200522-historic-tribal-presence-california-be-acknowledged-under-ramos-legislation.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200528-california-farmworker-covid-19-relief-package-advances-out-assembly-policy.txt,"May 27, 2020",42,8,8,0,0,0,0,0,0,False
Democratic Assembly,20200529-assemblymember-al-muratsuchi-writes-letter-legislative-chairs-requesting.txt,,23,4,3,1,0,0,0,0,0,False
Democratic Assembly,20200531-assemblymember-mike-gipsons-statement-death-george-floyd.txt,,26,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200602-bermans-vote-mail-bill-clears-first-hurdle.txt,"November 3, 2020",22,14,14,0,0,0,0,0,0,False
Democratic Assembly,20200602-city-fullerton-unanimously-votes-renovate-hunt-branch-library-0.txt,,32,4,2,2,0,0,0,0,0,False
Democratic Assembly,20200602-city-fullerton-unanimously-votes-renovate-hunt-branch-library.txt,,32,4,2,2,0,0,0,0,0,False
Democratic Assembly,20200603-assembly-appropriations-approves-ramos-measures-suicide-prevention-voting.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200603-assemblymember-bermans-statement-murder-george-floyd.txt,,31,9,9,0,0,0,0,0,0,False
Democratic Assembly,20200604-assemblymember-robert-rivass-entry-level-home-ownership-bill-held-committee.txt,"June 4, 2020",21,7,6,1,0,0,0,0,0,False
Democratic Assembly,20200604-gipson-introduces-ab-1196-eliminate-carotid-artery-restraint-suspects.txt,,17,6,5,1,0,0,0,0,0,False
Democratic Assembly,20200605-boerner-horvath-hosts-food-distribution-hospitality-workers-impacted-covid.txt,,19,6,5,2,0,0,0,0,0,False
Democratic Assembly,20200605-ramos-urges-legal-protections-small-businesses-following-covid-19-health.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200607-black-lives-matter-and-police-officers.txt,,34,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200609-ramos-bill-acknowledge-historic-native-american-presence-moves-senate.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200610-assembly-passes-assemblymember-robert-rivass-bill-speed-rebuilding-silicon.txt,"June 10, 2020",23,4,4,1,0,0,0,0,0,False
Democratic Assembly,20200610-assembly-sends-senate-measure-reduce-rates-missing-and-murdered-indigenous.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200610-assemblymember-irwin-and-community-partners-champion-antibody-study-efforts.txt,,32,16,9,9,1,0,0,0,0,False
Democratic Assembly,20200610-boerner-horvaths-sexual-assault-victim-amnesty-bill-passes-assembly.txt,,21,6,3,3,0,0,0,0,0,False
Democratic Assembly,20200610-measure-remove-barriers-native-american-voter-access-sent-senate.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200610-ramos-bill-create-first-statewide-office-suicide-prevention-heads-senate.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200611-california-assembly-approves-bill-assemblywoman-rubio-reduce-activity.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200612-assemblymember-berman-and-senator-umberg-respond-temporary-suspension.txt,,11,7,7,0,0,0,0,0,0,False
Democratic Assembly,20200612-assemblymember-robert-rivass-legislation-passes-out-assembly-strong.txt,"June 12, 2020",57,14,14,0,0,0,0,0,0,False
Democratic Assembly,20200614-assemblywoman-quirk-silva-reinstates-245-million-future-oc-veterans.txt,,13,4,3,1,0,0,0,0,0,False
Democratic Assembly,20200615-assemblymember-irwin-statement-passage-2020-21-budget-act.txt,,7,1,1,0,0,0,0,0,0,False
Democratic Assembly,20200615-assemblymember-quirk-silva-votes-2020-2021-state-budget.txt,,38,8,7,1,0,0,0,0,0,False
Democratic Assembly,20200615-boerner-horvath-comments-passage-2020-21-state-budget.txt,,47,2,2,0,0,0,0,0,0,False
Democratic Assembly,20200617-assemblymember-marc-berman-joins-state-superintendent-tony-thurmond-san.txt,,28,16,15,1,1,0,0,0,0,False
Democratic Assembly,20200617-californias-first-native-american-legislator-removing-statue-columbus-step.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200618-assembly-caucus-chair-mike-gipsons-statement-daca-ruling-scotus.txt,,8,1,0,1,0,0,0,0,0,False
Democratic Assembly,20200618-legislature-approves-bermans-vote-mail-bill.txt,"November 3, 2020",17,12,12,0,0,0,0,0,0,False
Democratic Assembly,20200618-newsom-signs-universal-vote-mail-bill.txt,"November 3, 2020",28,20,20,0,0,0,0,0,0,False
Democratic Assembly,20200628-2020-21-state-budget-plan-finalized.txt,,16,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200629-assembly-caucus-chair-mike-gipsons-statement-californias-state-budget.txt,,13,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200629-assemblymember-irwin-bill-protect-confidentiality-autopsy-reports-and-death.txt,,15,3,3,0,0,0,0,0,0,False
Democratic Assembly,20200629-assemblymember-irwin-gvro-bill-passes-state-assembly-and-heads-senate.txt,,11,1,1,1,0,0,0,0,1,True
Democratic Assembly,20200629-assemblymember-robert-rivas-announces-woman-year-assembly-district-30.txt,"June 29, 2020",31,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200702-business-interruption-insurance-claims-be-honored-under-bill.txt,,1,0,0,0,0,0,0,0,0,False
Democratic Assembly,20200706-assemblymember-ash-kalra-and-advocates-declare-now-time-california-racial.txt,,28,11,10,1,0,0,0,0,0,False
Democratic Assembly,20200709-berman-reacts-gops-dismissal-vote-mail-lawsuit.txt,"June 18, 2020",8,5,5,0,0,0,0,0,0,False
Democratic Assembly,20200709-statement-necessary-improvements-department-housing-and-community.txt,,11,2,1,1,0,0,0,0,0,False
